x,y,z,label
-64,-221,-75,repouso
-74,-236,-67,repouso
-73,-205,-108,repouso
-141,-243,-104,repouso
-23,-157,-104,repouso
-149,-201,-113,repouso
-146,-148,-103,repouso
-123,-164,-133,repouso
-143,-143,-115,repouso
-151,-135,-137,repouso
-181,-138,-124,repouso
-144,-126,-124,repouso
-183,-125,-150,repouso
-152,-110,-116,repouso
-173,-122,-137,repouso
-192,-105,-147,repouso
-153,-96,-123,repouso
-227,-105,-151,repouso
-156,-90,-140,repouso
-178,-92,-144,repouso
-139,-73,-131,repouso
-149,-77,-170,repouso
-180,-84,-152,repouso
-155,-69,-148,repouso
-162,-80,-190,repouso
-154,-58,-176,repouso
-135,-50,-172,repouso
-157,-47,-184,repouso
-132,-50,-185,repouso
-152,-36,-192,repouso
-143,-34,-200,repouso
-116,-30,-195,repouso
-123,-37,-202,repouso
-124,-32,-206,repouso
-111,-34,-198,repouso
-129,-34,-211,repouso
-106,-31,-204,repouso
-101,-37,-206,repouso
-102,-37,-213,repouso
-113,-37,-220,repouso
-82,-33,-204,repouso
-106,-35,-219,repouso
-95,-33,-213,repouso
-101,-37,-216,repouso
-116,-34,-221,repouso
-86,-27,-211,repouso
-96,-37,-229,repouso
-68,-29,-202,repouso
-102,-35,-223,repouso
-109,-40,-224,repouso
-81,-37,-219,repouso
-89,-40,-223,repouso
-100,-42,-225,repouso
-77,-35,-208,repouso
-89,-35,-226,repouso
-85,-41,-220,repouso
-73,-28,-218,repouso
-75,-35,-224,repouso
-79,-31,-226,repouso
-82,-45,-226,repouso
-77,-23,-218,repouso
-68,-32,-221,repouso
-78,-34,-230,repouso
-69,-30,-228,repouso
-66,-29,-224,repouso
-76,-31,-233,repouso
-60,-32,-226,repouso
-67,-31,-226,repouso
-65,-29,-229,repouso
-62,-42,-227,repouso
-61,-33,-223,repouso
-66,-27,-226,repouso
-60,-33,-223,repouso
-60,-22,-228,repouso
-63,-28,-228,repouso
-38,-29,-231,repouso
-68,-33,-238,repouso
-43,-23,-230,repouso
-59,-27,-243,repouso
-50,-24,-231,repouso
-55,-22,-230,repouso
-53,-24,-234,repouso
-49,-23,-229,repouso
-55,-23,-230,repouso
-53,-21,-232,repouso
-55,-31,-242,repouso
-44,-18,-224,repouso
-60,-27,-236,repouso
-51,-19,-233,repouso
-56,-30,-236,repouso
-56,-29,-232,repouso
-47,-24,-226,repouso
-51,-27,-235,repouso
-56,-24,-237,repouso
-52,-23,-229,repouso
-46,-24,-230,repouso
-49,-30,-235,repouso
-45,-30,-230,repouso
-52,-26,-232,repouso
-53,-28,-234,repouso
-46,-25,-232,repouso
-47,-28,-229,repouso
-45,-31,-232,repouso
-43,-34,-234,repouso
-44,-29,-234,repouso
-42,-32,-232,repouso
-53,-28,-240,repouso
-44,-34,-233,repouso
-49,-33,-238,repouso
-34,-20,-225,repouso
-40,-34,-231,repouso
-44,-31,-238,repouso
-34,-34,-228,repouso
-39,-32,-239,repouso
-36,-30,-231,repouso
-44,-28,-234,repouso
-40,-30,-235,repouso
-32,-32,-231,repouso
-42,-28,-236,repouso
-36,-31,-235,repouso
-36,-26,-234,repouso
-36,-32,-237,repouso
-37,-30,-238,repouso
-35,-22,-233,repouso
-33,-24,-235,repouso
-31,-27,-238,repouso
-31,-25,-234,repouso
-31,-28,-232,repouso
-30,-28,-232,repouso
-30,-22,-234,repouso
-32,-26,-239,repouso
-31,-25,-236,repouso
-31,-27,-239,repouso
-29,-25,-234,repouso
-29,-22,-231,repouso
-38,-22,-242,repouso
-26,-24,-234,repouso
-30,-30,-240,repouso
-29,-21,-242,repouso
-25,-31,-235,repouso
-32,-18,-237,repouso
-28,-27,-234,repouso
-30,-29,-240,repouso
-28,-22,-233,repouso
-22,-25,-235,repouso
-29,-25,-245,repouso
-19,-24,-231,repouso
-25,-20,-238,repouso
-24,-24,-234,repouso
-23,-28,-239,repouso
-17,-25,-237,repouso
-24,-18,-235,repouso
-18,-24,-237,repouso
-17,-19,-233,repouso
-18,-25,-237,repouso
-15,-19,-237,repouso
-23,-26,-241,repouso
-21,-27,-247,repouso
-17,-29,-237,repouso
-18,-20,-240,repouso
-9,-21,-227,repouso
-23,-21,-239,repouso
-17,-24,-232,repouso
-16,-21,-236,repouso
-22,-22,-237,repouso
-25,-26,-244,repouso
-24,-21,-246,repouso
-8,-20,-234,repouso
-23,-41,-241,repouso
-23,-22,-236,repouso
-30,-26,-235,repouso
-23,-29,-235,repouso
-27,-34,-226,repouso
-31,-30,-235,repouso
-36,-26,-233,repouso
-29,-39,-235,repouso
-22,-33,-235,repouso
-36,-37,-234,repouso
-21,-28,-227,repouso
-38,-32,-236,repouso
-26,-40,-235,repouso
-32,-33,-238,repouso
-33,-36,-238,repouso
-23,-32,-232,repouso
-20,-37,-234,repouso
-27,-50,-232,repouso
-33,-23,-245,repouso
-32,-37,-243,repouso
-29,-35,-240,repouso
-22,-32,-229,repouso
-24,-37,-231,repouso
-29,-28,-231,repouso
-25,-35,-237,repouso
-23,-36,-237,repouso
-22,-35,-229,repouso
-23,-35,-242,repouso
-30,-37,-237,repouso
-22,-37,-237,repouso
-11,-30,-224,repouso
-29,-27,-230,repouso
-27,-43,-243,repouso
-22,-29,-237,repouso
-16,-33,-237,repouso
-23,-33,-243,repouso
-16,-30,-239,repouso
-14,-27,-234,repouso
-19,-24,-238,repouso
-13,-30,-235,repouso
-5,-28,-234,repouso
-11,-29,-240,repouso
-14,-25,-241,repouso
-9,-21,-238,repouso
-6,-31,-238,repouso
-2,-22,-235,repouso
-13,-24,-245,repouso
26,-25,-214,repouso
-49,-34,-271,repouso
56,-37,-204,repouso
-49,-27,-270,repouso
15,-37,-237,repouso
7,-33,-231,repouso
3,-35,-244,repouso
2,-37,-237,repouso
0,-30,-240,repouso
7,-31,-237,repouso
2,-34,-243,repouso
2,-35,-242,repouso
8,-38,-235,repouso
0,-40,-240,repouso
7,-44,-235,repouso
11,-37,-231,repouso
7,-44,-233,repouso
0,-41,-242,repouso
1,-39,-237,repouso
1,-37,-235,repouso
13,-39,-230,repouso
11,-43,-236,repouso
6,-38,-240,repouso
5,-40,-245,repouso
9,-43,-244,repouso
1,-38,-241,repouso
7,-39,-232,repouso
22,-35,-225,repouso
-12,-39,-248,repouso
23,-44,-225,repouso
-6,-35,-246,repouso
6,-43,-242,repouso
8,-47,-237,repouso
7,-45,-234,repouso
-1,-42,-242,repouso
2,-40,-231,repouso
6,-41,-234,repouso
-1,-38,-244,repouso
7,-37,-231,repouso
-4,-47,-239,repouso
17,-46,-221,repouso
1,-41,-235,repouso
3,-55,-238,repouso
-4,-47,-241,repouso
-4,-40,-234,repouso
-6,-40,-234,repouso
-8,-53,-234,repouso
-3,-49,-229,repouso
-19,-40,-236,repouso
-13,-46,-237,repouso
-15,-44,-236,repouso
-16,-42,-239,repouso
-11,-47,-236,repouso
-12,-47,-233,repouso
-15,-50,-237,repouso
-18,-48,-242,repouso
-20,-46,-238,repouso
-9,-44,-230,repouso
-20,-49,-235,repouso
-9,-45,-227,repouso
-17,-48,-236,repouso
-9,-48,-232,repouso
-17,-46,-239,repouso
-15,-48,-235,repouso
-16,-45,-236,repouso
-11,-43,-231,repouso
-12,-46,-237,repouso
-12,-45,-240,repouso
-10,-51,-243,repouso
-7,-45,-227,repouso
-8,-39,-219,repouso
-19,-42,-234,repouso
-20,-46,-239,repouso
-14,-55,-242,repouso
-11,-38,-237,repouso
-17,-33,-252,repouso
18,-47,-220,repouso
-13,-42,-239,repouso
-10,-34,-233,repouso
-5,-42,-237,repouso
-5,-40,-238,repouso
-8,-41,-237,repouso
-3,-37,-230,repouso
3,-44,-235,repouso
5,-42,-242,repouso
14,-47,-230,repouso
8,-42,-231,repouso
-4,-44,-239,repouso
1,-55,-213,repouso
2,-21,-214,repouso
-6,-56,-247,repouso
8,-53,-226,repouso
-16,-55,-245,repouso
-39,-50,-201,repouso
-31,-77,-209,repouso
0,-95,-214,repouso
22,-133,-207,repouso
-50,-166,-210,repouso
-37,-157,-273,repouso
24,-167,-211,repouso
45,-151,-135,repouso
33,-137,-182,repouso
-2,-147,-205,repouso
25,-146,-183,repouso
32,-147,-184,repouso
22,-150,-192,repouso
10,-146,-199,repouso
23,-153,-196,repouso
24,-150,-188,repouso
30,-151,-188,repouso
34,-152,-190,repouso
30,-160,-186,repouso
36,-154,-181,repouso
29,-147,-186,repouso
23,-155,-191,repouso
34,-157,-190,repouso
34,-156,-185,repouso
32,-156,-183,repouso
29,-153,-184,repouso
45,-152,-183,repouso
41,-165,-187,repouso
30,-161,-185,repouso
38,-156,-186,repouso
36,-162,-186,repouso
32,-164,-182,repouso
34,-161,-186,repouso
36,-160,-183,repouso
33,-158,-181,repouso
30,-154,-180,repouso
46,-157,-180,repouso
40,-164,-178,repouso
40,-174,-187,repouso
34,-165,-187,repouso
23,-164,-182,repouso
30,-158,-172,repouso
38,-159,-180,repouso
35,-167,-182,repouso
44,-161,-181,repouso
34,-164,-173,repouso
40,-166,-182,repouso
37,-165,-177,repouso
29,-161,-173,repouso
32,-172,-179,repouso
29,-184,-180,repouso
40,-173,-169,repouso
33,-157,-165,repouso
30,-167,-177,repouso
34,-171,-182,repouso
31,-167,-176,repouso
41,-169,-176,repouso
41,-166,-177,repouso
40,-171,-175,repouso
39,-171,-178,repouso
37,-173,-178,repouso
44,-172,-171,repouso
41,-172,-166,repouso
38,-177,-175,repouso
44,-177,-173,repouso
42,-171,-168,repouso
42,-169,-170,repouso
48,-178,-172,repouso
51,-168,-170,repouso
49,-179,-172,repouso
47,-181,-168,repouso
47,-176,-165,repouso
50,-169,-165,repouso
55,-168,-166,repouso
64,-176,-165,repouso
57,-180,-163,repouso
70,-179,-159,repouso
85,-168,-147,repouso
82,-191,-158,repouso
51,-183,-167,repouso
98,-177,-164,repouso
114,-180,-128,repouso
102,-182,-134,repouso
113,-181,-147,repouso
135,-188,-121,repouso
139,-184,-111,repouso
140,-188,-130,repouso
179,-174,-97,repouso
179,-185,-74,repouso
141,-155,-107,repouso
179,-149,-103,repouso
199,-158,-48,repouso
215,-172,-58,repouso
177,-144,-73,repouso
213,-140,-57,repouso
208,-137,-32,repouso
206,-126,-49,repouso
237,-126,-30,repouso
222,-127,-31,repouso
224,-114,-36,repouso
248,-111,-15,repouso
243,-107,-16,repouso
289,-99,-6,repouso
237,-94,-2,repouso
217,-67,-16,repouso
260,-53,32,repouso
246,-43,8,repouso
240,-30,13,repouso
273,-39,22,repouso
253,-42,11,repouso
266,-45,20,repouso
272,-38,17,repouso
269,-34,30,repouso
256,-33,14,repouso
257,-32,25,repouso
266,-28,25,repouso
263,-26,28,repouso
248,-26,20,repouso
274,-24,25,repouso
268,-28,28,repouso
260,-25,22,repouso
263,-27,33,repouso
266,-21,27,repouso
274,-23,27,repouso
253,-15,17,repouso
271,-16,34,repouso
268,-12,33,repouso
251,-11,29,repouso
275,-13,40,repouso
259,-19,32,repouso
258,-16,32,repouso
266,-10,39,repouso
254,-8,25,repouso
277,-1,44,repouso
258,5,30,repouso
265,3,45,repouso
257,7,40,repouso
261,3,49,repouso
267,5,42,repouso
277,3,49,repouso
249,5,50,repouso
274,4,41,repouso
256,0,73,repouso
267,10,28,repouso
280,14,59,repouso
239,2,23,repouso
255,-14,38,repouso
257,-17,49,repouso
261,-29,68,repouso
267,-43,59,repouso
263,-31,59,repouso
251,-24,26,repouso
262,-45,68,repouso
235,-38,31,repouso
219,-63,80,repouso
267,-63,65,repouso
238,-69,65,repouso
270,-80,79,repouso
241,-80,60,repouso
227,-70,97,repouso
250,-85,81,repouso
223,-66,102,repouso
228,-77,90,repouso
234,-66,68,repouso
245,-74,119,repouso
256,-91,78,repouso
219,-63,114,repouso
232,-44,106,repouso
209,-77,145,repouso
222,-53,79,repouso
240,-75,135,repouso
206,-36,111,repouso
208,-51,122,repouso
263,-89,121,repouso
229,-89,91,repouso
246,-109,119,repouso
209,-85,114,repouso
238,-90,111,repouso
187,-84,105,repouso
226,-89,124,repouso
200,-110,115,repouso
214,-137,161,repouso
216,-69,106,repouso
216,-100,112,repouso
221,-101,129,repouso
208,-126,117,repouso
203,-93,110,repouso
194,-94,113,repouso
243,-136,121,repouso
184,-102,87,repouso
232,-121,99,repouso
220,-118,106,repouso
197,-110,91,repouso
231,-116,112,repouso
213,-112,100,repouso
218,-119,99,repouso
212,-116,108,repouso
218,-116,98,repouso
230,-115,103,repouso
220,-106,101,repouso
225,-115,108,repouso
217,-106,100,repouso
219,-110,101,repouso
214,-117,107,repouso
218,-115,99,repouso
213,-106,100,repouso
219,-114,102,repouso
224,-116,104,repouso
222,-116,101,repouso
213,-109,101,repouso
201,-104,102,repouso
230,-116,112,repouso
215,-111,96,repouso
218,-100,107,repouso
224,-108,96,repouso
229,-109,106,repouso
217,-106,97,repouso
234,-107,99,repouso
227,-101,98,repouso
224,-88,109,repouso
227,-97,104,repouso
208,-94,97,repouso
229,-94,113,repouso
213,-84,99,repouso
229,-99,109,repouso
221,-90,101,repouso
237,-91,105,repouso
216,-81,100,repouso
229,-98,106,repouso
227,-89,104,repouso
226,-88,105,repouso
230,-94,107,repouso
228,-87,101,repouso
226,-88,104,repouso
226,-98,104,repouso
217,-86,100,repouso
239,-101,106,repouso
222,-90,102,repouso
231,-98,102,repouso
216,-87,99,repouso
236,-99,105,repouso
220,-92,100,repouso
223,-94,105,repouso
223,-85,98,repouso
234,-88,104,repouso
222,-93,98,repouso
227,-92,107,repouso
224,-91,102,repouso
229,-93,105,repouso
220,-89,100,repouso
239,-88,100,repouso
222,-87,96,repouso
230,-95,111,repouso
222,-91,96,repouso
231,-93,103,repouso
225,-92,104,repouso
225,-93,100,repouso
223,-92,101,repouso
219,-94,100,repouso
237,-92,104,repouso
226,-93,95,repouso
225,-100,102,repouso
231,-103,101,repouso
220,-99,97,repouso
231,-104,100,repouso
221,-103,93,repouso
226,-104,100,repouso
221,-103,95,repouso
227,-105,99,repouso
221,-101,93,repouso
230,-109,97,repouso
217,-105,97,repouso
228,-107,100,repouso
222,-95,89,repouso
230,-108,99,repouso
218,-104,96,repouso
226,-104,100,repouso
224,-100,93,repouso
226,-101,98,repouso
230,-104,101,repouso
217,-98,92,repouso
221,-101,99,repouso
219,-99,93,repouso
234,-102,92,repouso
225,-101,96,repouso
223,-107,96,repouso
229,-104,92,repouso
225,-103,97,repouso
226,-105,95,repouso
219,-99,92,repouso
234,-107,100,repouso
219,-97,87,repouso
229,-100,93,repouso
223,-112,100,repouso
218,-101,97,repouso
228,-103,92,repouso
226,-105,89,repouso
225,-112,98,repouso
213,-100,98,repouso
231,-109,93,repouso
232,-106,93,repouso
229,-104,93,repouso
214,-101,96,repouso
226,-108,101,repouso
217,-106,95,repouso
240,-107,97,repouso
234,-99,97,repouso
236,-100,95,repouso
239,-100,99,repouso
206,-76,105,repouso
225,-91,101,repouso
222,-87,103,repouso
205,-84,103,repouso
242,-99,106,repouso
221,-82,95,repouso
234,-89,108,repouso
236,-88,91,repouso
227,-83,82,repouso
242,-89,97,repouso
218,-89,85,repouso
244,-123,85,repouso
234,-100,96,repouso
221,-101,91,repouso
235,-115,81,repouso
229,-91,77,repouso
229,-99,80,repouso
228,-105,77,repouso
225,-112,74,repouso
231,-113,84,repouso
220,-105,74,repouso
230,-116,72,repouso
229,-108,71,repouso
233,-120,74,repouso
221,-108,75,repouso
223,-112,77,repouso
233,-116,71,repouso
220,-105,69,repouso
237,-124,71,repouso
228,-105,84,repouso
216,-114,76,repouso
215,-107,81,repouso
205,-124,97,repouso
222,-122,87,repouso
192,-130,83,repouso
161,-152,68,repouso
208,-156,96,repouso
193,-178,84,repouso
190,-180,68,repouso
182,-188,75,repouso
163,-185,72,repouso
172,-175,64,repouso
176,-196,72,repouso
166,-185,73,repouso
175,-196,76,repouso
157,-185,65,repouso
163,-192,77,repouso
170,-189,89,repouso
146,-191,119,repouso
145,-198,131,repouso
106,-174,155,repouso
125,-165,177,repouso
95,-177,218,repouso
99,-116,157,repouso
115,-125,231,repouso
111,-101,189,repouso
125,-98,184,repouso
129,-61,208,repouso
129,-70,199,repouso
119,-86,220,repouso
146,-93,235,repouso
132,-66,214,repouso
142,-80,233,repouso
124,-60,212,repouso
132,-68,226,repouso
142,-53,226,repouso
151,-48,214,repouso
114,-11,184,repouso
139,-52,246,repouso
126,-48,220,repouso
132,-63,233,repouso
124,-46,224,repouso
135,-48,226,repouso
136,-50,218,repouso
149,-35,208,repouso
139,-27,218,repouso
150,-37,222,repouso
132,-27,202,repouso
184,-51,221,repouso
133,-27,201,repouso
110,-47,206,repouso
183,-35,211,repouso
153,-54,196,repouso
155,-62,215,repouso
151,-48,198,repouso
169,-67,204,repouso
155,-60,212,repouso
158,-67,219,repouso
149,-70,203,repouso
144,-74,218,repouso
131,-91,217,repouso
122,-72,209,repouso
110,-61,234,repouso
102,-78,219,repouso
103,-82,240,repouso
110,-81,218,repouso
126,-78,236,repouso
115,-65,222,repouso
181,-83,231,repouso
91,-68,224,repouso
148,-59,237,repouso
179,-45,250,repouso
108,-9,177,repouso
78,3,202,repouso
205,9,268,repouso
124,32,215,repouso
111,61,255,repouso
71,62,272,repouso
36,106,194,repouso
71,101,239,repouso
34,111,252,repouso
-36,121,188,repouso
58,138,234,repouso
16,125,258,repouso
3,143,190,repouso
33,143,213,repouso
-11,149,253,repouso
-9,156,200,repouso
-21,166,274,repouso
-20,197,186,repouso
4,194,172,repouso
-15,198,131,repouso
29,237,157,repouso
14,221,128,repouso
1,230,150,repouso
9,219,151,repouso
16,226,146,repouso
4,213,158,repouso
19,222,180,repouso
-34,186,175,repouso
10,204,153,repouso
41,198,223,repouso
22,219,92,repouso
38,224,137,repouso
60,225,118,repouso
64,227,114,repouso
40,234,93,repouso
74,231,134,repouso
37,232,107,repouso
50,238,113,repouso
43,229,124,repouso
32,236,95,repouso
57,239,113,repouso
27,245,96,repouso
45,239,97,repouso
27,238,88,repouso
44,243,93,repouso
53,241,103,repouso
41,244,98,repouso
48,245,100,repouso
49,245,100,repouso
32,243,106,repouso
55,245,102,repouso
34,244,91,repouso
45,248,99,repouso
38,250,88,repouso
31,249,83,repouso
36,245,92,repouso
39,248,90,repouso
31,249,92,repouso
39,250,95,repouso
35,246,84,repouso
36,249,85,repouso
52,245,100,repouso
31,244,83,repouso
40,246,97,repouso
36,245,90,repouso
37,244,98,repouso
32,244,99,repouso
36,249,91,repouso
28,249,82,repouso
40,247,93,repouso
40,246,93,repouso
32,249,86,repouso
39,248,93,repouso
41,249,86,repouso
34,244,101,repouso
34,251,81,repouso
37,248,88,repouso
42,245,95,repouso
30,248,87,repouso
40,245,96,repouso
34,252,91,repouso
30,248,83,repouso
40,247,93,repouso
31,249,82,repouso
27,244,92,repouso
31,249,86,repouso
42,249,89,repouso
37,245,93,repouso
31,249,88,repouso
27,250,87,repouso
27,248,85,repouso
36,249,85,repouso
41,249,85,repouso
30,250,83,repouso
30,248,91,repouso
36,249,83,repouso
36,248,89,repouso
35,247,88,repouso
31,247,89,repouso
39,249,91,repouso
44,252,89,repouso
36,250,83,repouso
30,249,86,repouso
38,250,88,repouso
36,244,94,repouso
33,248,88,repouso
31,251,86,repouso
42,247,97,repouso
32,250,81,repouso
37,249,90,repouso
40,246,93,repouso
36,248,91,repouso
42,248,92,repouso
29,248,86,repouso
34,249,80,repouso
38,248,92,repouso
41,245,98,repouso
24,248,79,repouso
41,247,100,repouso
41,251,84,repouso
37,246,94,repouso
29,249,86,repouso
40,246,95,repouso
43,247,90,repouso
41,246,90,repouso
41,245,92,repouso
38,245,98,repouso
50,247,95,repouso
38,247,87,repouso
37,243,96,repouso
61,244,119,repouso
40,244,86,repouso
48,246,86,repouso
47,248,90,repouso
42,242,102,repouso
42,246,98,repouso
48,246,92,repouso
39,247,97,repouso
41,244,95,repouso
47,247,99,repouso
46,243,96,repouso
46,246,93,repouso
40,245,92,repouso
43,245,90,repouso
48,247,95,repouso
43,247,87,repouso
48,244,96,repouso
39,249,87,repouso
49,241,96,repouso
46,244,98,repouso
37,247,92,repouso
38,244,86,repouso
53,248,99,repouso
38,246,92,repouso
39,245,91,repouso
42,247,91,repouso
46,246,94,repouso
45,245,93,repouso
43,247,93,repouso
52,244,99,repouso
46,246,96,repouso
41,243,94,repouso
45,248,92,repouso
39,247,90,repouso
48,247,94,repouso
47,246,95,repouso
41,248,82,repouso
44,245,100,repouso
48,246,96,repouso
47,241,96,repouso
43,245,95,repouso
42,245,93,repouso
50,243,99,repouso
44,245,89,repouso
50,247,97,repouso
46,245,92,repouso
49,245,96,repouso
51,246,91,repouso
45,243,92,repouso
48,241,101,repouso
48,248,95,repouso
54,245,93,repouso
48,242,103,repouso
50,245,95,repouso
42,247,94,repouso
44,245,93,repouso
50,244,96,repouso
39,245,89,repouso
52,244,98,repouso
52,242,93,repouso
49,242,102,repouso
56,244,96,repouso
47,241,106,repouso
49,237,108,repouso
50,239,94,repouso
56,241,99,repouso
60,245,104,repouso
53,241,100,repouso
48,240,94,repouso
54,244,96,repouso
52,242,85,repouso
62,244,105,repouso
52,244,89,repouso
45,240,104,repouso
47,239,87,repouso
53,247,105,repouso
92,245,129,repouso
55,230,86,repouso
116,202,145,repouso
117,228,79,repouso
124,200,144,repouso
116,202,88,repouso
126,191,124,repouso
100,170,88,repouso
230,170,110,repouso
208,146,115,repouso
183,139,72,repouso
247,129,110,repouso
224,114,95,repouso
242,103,97,repouso
221,80,104,repouso
271,89,107,repouso
231,66,120,repouso
262,75,101,repouso
245,71,102,repouso
255,64,117,repouso
240,67,107,repouso
238,62,131,repouso
204,73,74,repouso
239,69,123,repouso
235,72,106,repouso
232,66,114,repouso
236,60,154,repouso
228,63,126,repouso
220,74,125,repouso
240,67,131,repouso
207,79,129,repouso
233,70,149,repouso
186,75,136,repouso
211,77,133,repouso
221,74,149,repouso
214,76,131,repouso
247,70,144,repouso
215,73,135,repouso
232,71,129,repouso
202,68,148,repouso
201,67,139,repouso
221,64,143,repouso
224,63,139,repouso
208,66,137,repouso
225,60,142,repouso
214,56,152,repouso
222,66,113,repouso
234,56,164,repouso
211,48,163,repouso
219,45,152,repouso
231,50,164,repouso
206,46,155,repouso
215,47,156,repouso
207,53,140,repouso
226,50,137,repouso
238,30,159,repouso
185,49,132,repouso
226,48,157,repouso
229,45,143,repouso
212,46,138,repouso
236,29,182,repouso
208,41,119,repouso
216,31,154,repouso
198,32,133,repouso
206,1,183,repouso
214,-4,188,repouso
227,-6,155,repouso
235,-7,171,repouso
212,-8,146,repouso
221,-6,156,repouso
225,-3,153,repouso
225,-3,148,repouso
222,-6,163,repouso
215,-7,135,repouso
211,-5,154,repouso
232,-6,145,repouso
206,-5,140,repouso
230,-9,165,repouso
212,-8,141,repouso
224,-9,147,repouso
214,-17,149,repouso
214,-21,140,repouso
218,-34,148,repouso
209,-43,138,repouso
203,-59,206,repouso
200,-54,172,repouso
209,-41,151,repouso
204,-38,143,repouso
202,-49,163,repouso
194,-49,169,repouso
203,-55,163,repouso
196,-59,166,repouso
202,-57,165,repouso
202,-62,162,repouso
199,-64,174,repouso
199,-59,166,repouso
195,-65,156,repouso
193,-79,195,repouso
200,-67,174,repouso
182,-68,162,repouso
198,-56,161,repouso
180,-55,190,repouso
184,-53,170,repouso
191,-58,167,repouso
195,-66,169,repouso
189,-84,199,repouso
186,-72,168,repouso
188,-81,174,repouso
192,-69,173,repouso
204,-70,175,repouso
182,-67,166,repouso
183,-71,183,repouso
176,-69,176,repouso
197,-83,170,repouso
185,-67,187,repouso
173,-66,160,repouso
151,-86,173,repouso
193,-82,192,repouso
189,-86,180,repouso
167,-84,184,repouso
186,-93,181,repouso
185,-85,183,repouso
176,-81,163,repouso
189,-76,167,repouso
181,-78,158,repouso
189,-92,176,repouso
181,-81,170,repouso
193,-84,161,repouso
193,-85,157,repouso
191,-87,174,repouso
197,-91,139,repouso
189,-90,134,repouso
187,-108,155,repouso
193,-117,132,repouso
194,-127,144,repouso
190,-139,121,repouso
187,-149,125,repouso
185,-152,108,repouso
173,-160,97,repouso
183,-170,111,repouso
182,-174,106,repouso
179,-171,98,repouso
176,-171,96,repouso
174,-169,99,repouso
177,-173,98,repouso
173,-169,97,repouso
168,-168,90,repouso
166,-176,98,repouso
168,-177,100,repouso
171,-174,88,repouso
173,-180,87,repouso
154,-187,77,repouso
175,-186,87,repouso
170,-187,92,repouso
162,-189,73,repouso
149,-185,71,repouso
159,-197,85,repouso
161,-190,68,repouso
164,-192,67,repouso
174,-196,53,repouso
148,-198,20,repouso
156,-220,82,repouso
157,-204,52,repouso
167,-205,42,repouso
146,-196,-4,repouso
151,-206,-5,repouso
151,-216,36,repouso
161,-209,15,repouso
155,-209,3,repouso
147,-204,-9,repouso
152,-207,-9,repouso
151,-207,-8,repouso
156,-218,-5,repouso
147,-207,-11,repouso
155,-208,-19,repouso
144,-206,-23,repouso
149,-205,-27,repouso
151,-208,-21,repouso
147,-205,-24,repouso
155,-208,-27,repouso
147,-207,-26,repouso
148,-210,-32,repouso
148,-205,-33,repouso
145,-207,-34,repouso
153,-209,-35,repouso
149,-207,-32,repouso
148,-204,-33,repouso
146,-206,-41,repouso
141,-198,-39,repouso
145,-208,-44,repouso
150,-208,-38,repouso
150,-209,-39,repouso
144,-204,-39,repouso
145,-207,-45,repouso
144,-204,-40,repouso
149,-205,-38,repouso
144,-206,-42,repouso
150,-207,-41,repouso
143,-203,-43,repouso
147,-206,-44,repouso
149,-208,-44,repouso
145,-206,-44,repouso
148,-206,-41,repouso
150,-206,-44,repouso
146,-207,-44,repouso
145,-201,-42,repouso
143,-207,-42,repouso
144,-203,-43,repouso
150,-211,-45,repouso
148,-209,-47,repouso
148,-204,-41,repouso
151,-210,-44,repouso
143,-206,-45,repouso
145,-203,-48,repouso
145,-204,-41,repouso
144,-206,-43,repouso
147,-206,-43,repouso
148,-211,-46,repouso
151,-207,-40,repouso
154,-207,-40,repouso
161,-199,-25,repouso
155,-223,-34,repouso
130,-203,-40,repouso
147,-206,-42,repouso
134,-216,-37,repouso
138,-211,-40,repouso
133,-212,-47,repouso
139,-206,-41,repouso
142,-212,-29,repouso
149,-218,-26,repouso
142,-217,-30,repouso
128,-206,-42,repouso
150,-152,-35,repouso
172,-294,-64,repouso
107,-194,-1,repouso
153,-159,-76,repouso
132,-247,-50,repouso
92,-185,7,repouso
142,-210,-50,repouso
139,-215,-44,repouso
114,-220,-48,repouso
156,-253,-40,repouso
83,-234,-57,repouso
110,-206,-44,repouso
128,-228,-34,repouso
94,-250,-46,repouso
89,-201,-31,repouso
122,-236,-46,repouso
88,-249,-27,repouso
104,-228,-46,repouso
107,-249,-34,repouso
68,-247,-31,repouso
90,-222,-28,repouso
71,-253,-18,repouso
54,-235,-24,repouso
66,-238,-16,repouso
42,-250,-7,repouso
47,-248,-21,repouso
34,-244,-8,repouso
46,-238,-14,repouso
19,-245,-12,repouso
31,-253,-8,repouso
1,-250,-18,repouso
7,-256,-18,repouso
-14,-259,-16,repouso
2,-259,-33,repouso
-12,-254,-19,repouso
-7,-252,-23,repouso
-28,-251,-29,repouso
-16,-257,-21,repouso
-27,-253,-18,repouso
-37,-250,-15,repouso
-25,-240,-14,repouso
-51,-256,-8,repouso
-42,-248,-6,repouso
-53,-244,-1,repouso
-63,-248,0,repouso
-52,-246,5,repouso
-69,-241,13,repouso
-80,-237,14,repouso
-77,-240,15,repouso
-80,-231,22,repouso
-92,-241,24,repouso
-88,-230,34,repouso
-87,-231,40,repouso
-86,-235,36,repouso
-69,-242,36,repouso
-102,-228,23,repouso
-81,-229,38,repouso
-94,-234,37,repouso
-89,-233,39,repouso
-89,-228,35,repouso
-99,-233,34,repouso
-87,-226,36,repouso
-94,-234,38,repouso
-93,-233,37,repouso
-92,-227,33,repouso
